Categorie,Tag,Sous categorie,Question,Réponse,Article_reference
droit_travail,contrat_determine,Interdictions,Quelles sont les interdictions concernant la conclusion d'un contrat à durée déterminée ?,"Un contrat à durée déterminée ne peut être conclu pour remplacer un salarié en grève ou pour exécuter des travaux dangereux, sauf autorisation expresse de l'inspection du travail.","Article 59, Loi 28-2008"
droit_travail,contrat_determine,Fin anticipée,Dans quels cas peut-on mettre fin avant terme à un contrat à durée déterminée ?,"La résiliation anticipée d'un contrat à durée déterminée peut intervenir en cas d'accord écrit entre les parties, de force majeure ou de faute lourde. En cas de rupture injustifiée, l'employeur peut être tenu de verser des dommages-intérêts au travailleur.","Article 60, Loi 28-2008"
droit_travail,contrat_determine,Indemnité à l'arrivée du terme,Quelle indemnité le travailleur perçoit-il à l'arrivée du terme d'un contrat à durée déterminée ?,"À l'issue du contrat, le travailleur a droit à une indemnité de fin de contrat, calculée sur la base des rémunérations perçues pendant la durée du contrat. Cette indemnité est égale à 10 % de la rémunération totale du contrat.","Article 61, Loi 28-2008"
droit_travail,contrat_indetermine,Définition,Qu'est-ce qu'un contrat de travail à durée indéterminée ?,C'est un contrat de travail conclu sans précision de terme.,"Article 62, Code du Travail"
droit_travail,contrat_indetermine,Visa,Est-ce que le contrat de travail à durée indéterminée nécessite un visa ?,"Non, sauf pour les cas prévus par l'article 56.","Article 62, Code du Travail"
droit_travail,contrat_indetermine,Visa,Les travailleurs non nationaux doivent-ils obtenir un visa pour leur contrat de travail ?,"Oui, leur contrat doit obligatoirement être soumis au visa des services compétents.","Article 63, Code du Travail"
droit_travail,contrat_indetermine,Rupture,Comment peut-on mettre fin à un contrat de travail à durée indéterminée ?,"Par la volonté de l'une des parties, sous réserve des dispositions relatives aux licenciements.","Article 64, Code du Travail"
droit_travail,contrat_indetermine,Préavis,Quel est le préavis requis pour rompre un contrat de travail à durée indéterminée ?,Le préavis doit être notifié par écrit et commence à courir dès la remise de la notification.,"Article 65, Code du Travail"
droit_travail,contrat_indetermine,Durée de préavis,Quelle est la durée du préavis pour les différents types de travailleurs ?,"8 jours pour les travailleurs horaires, 1 mois pour les employés, 3 mois pour les cadres.","Article 66, Code du Travail"
droit_travail,contrat_indetermine,Obligations,Quelles sont les obligations durant le préavis ?,Les deux parties doivent respecter leurs obligations réciproques.,"Article 67, Code du Travail"
droit_travail,contrat_indetermine,Indemnité,Quelles sont les conséquences d'une rupture sans préavis ?,L'initié de la rupture doit verser une indemnité compensatrice.,"Article 68, Code du Travail"
droit_travail,contrat_indetermine,Faute lourde,Peut-on rompre un contrat de travail sans préavis en cas de faute lourde ?,"Oui, mais la gravité de la faute sera appréciée par la juridiction compétente.","Article 69, Code du Travail"
droit_travail,contrat_indetermine,Licenciement abusif,Que se passe-t-il en cas de licenciement abusif ?,Le travailleur peut être réintégré ou recevoir des dommages et intérêts.,"Article 70, Code du Travail"
droit_travail,contrat_indetermine,Licenciement abusif,Qu'est-ce qui constitue un licenciement abusif ?,Un licenciement sans motif légitime ou fondé sur des critères discriminatoires.,"Article 71, Code du Travail"
droit_travail,contrat_indetermine,Rupture irrégulière,Quelles sont les conséquences d'une rupture irrégulière ?,La partie lésée peut saisir le tribunal du travail pour réparation.,"Article 73, Code du Travail"
droit_travail,contrat_indetermine,Dommages et intérêts,Comment sont fixés les dommages et intérêts ?,En tenant compte de la responsabilité de chaque partie et des circonstances.,"Article 74, Code du Travail"
droit_travail,contrat_indetermine,Prescription,Quel est le délai de prescription pour l'action en paiement d'indemnités ?,Cinq ans après la rupture des relations de travail.,"Article 75, Code du Travail"
droit_travail,contrat_indetermine,Indemnité,Que se passe-t-il si un licenciement est légitime mais effectué sans respecter la procédure ?,Le tribunal peut accorder au travailleur une indemnité ne dépassant pas trois mois de salaire.,"Article 76, Code du Travail"
droit_travail,contrat_indetermine,Congé,Quelles sont les règles pour mettre fin à un contrat de travail avant un congé ?,Notification doit être faite quinze jours avant la date de départ.,"Article 77, Code du Travail"
droit_travail,contrat_indetermine,Responsabilité solidaire,Quelles sont les conditions pour qu'un nouvel employeur soit solidairement responsable d'un licenciement abusif ?,Si le nouvel employeur a participé au débauchage ou a embauché un travailleur lié par un contrat.,"Article 78, Code du Travail"
droit_travail,contrat_indetermine,Rupture,Que faire si un travailleur licencié doit occuper un nouvel emploi immédiatement ?,Il peut quitter l'établissement avant la fin du préavis sans payer d'indemnité.,"Article 67, Code du Travail"
droit_travail,contrat_indetermine,Indemnité,Que se passe-t-il si un contrat est rompu sans préavis ?,La partie qui rompt doit verser une indemnité compensatrice de préavis.,"Article 68, Code du Travail"
droit_travail,contrat_indetermine,Faute lourde,Peut-on rompre un contrat sans préavis en cas de faute lourde ?,"Oui, mais la gravité de la faute doit être appréciée par la juridiction.","Article 69, Code du Travail"
droit_travail,contrat_indetermine,Preuve,Qui doit prouver la légitimité des motifs de licenciement ?,C'est à l'employeur de fournir la preuve en cas de contestation.,"Article 70, Code du Travail"
droit_travail,contrat_indetermine,Licenciement abusif,Que se passe-t-il en cas de licenciement abusif ?,Le travailleur peut être réintégré ou recevoir des dommages et intérêts.,"Article 70, Code du Travail"
droit_travail,contrat_indetermine,Licenciement abusif,Quels licenciements sont considérés comme abusifs ?,Ceux sans motif légitime ou basés sur des critères discriminatoires.,"Article 71, Code du Travail"
droit_travail,contrat_indetermine,Rupture irrégulière,Qu'est-ce qui rend une rupture de contrat irrégulière ?,Absence de notification écrite ou de mention du motif dans la lettre.,"Article 72, Code du Travail"
droit_travail,contrat_indetermine,Réparation,Que peut faire une partie lésée en cas de licenciement abusif ?,Elle peut saisir le tribunal du travail pour demander réparation.,"Article 73, Code du Travail"
droit_travail,contrat_indetermine,Dommages et intérêts,Comment sont fixés les dommages et intérêts ?,En tenant compte de l'existence du préjudice et d'autres facteurs.,"Article 74, Code du Travail"
droit_travail,contrat_indetermine,Indemnité,Quelles actions se prescrivent par cinq ans ?,"L'indemnité de licenciement, l'indemnité de fin de contrat et les dommages et intérêts.","Article 75, Code du Travail"
droit_travail,contrat_indetermine,Licenciement,Que se passe-t-il si un licenciement est légitime mais sans procédure respectée ?,Le tribunal accorde au travailleur une indemnité ne dépassant pas trois mois de salaire.,"Article 76, Code du Travail"
droit_travail,contrat_indetermine,Démission,Que se passe-t-il si la démission n'est pas notifiée par écrit ?,L'employeur reçoit une indemnité égale à un mois de salaire.,"Article 76, Code du Travail"
droit_travail,contrat_indetermine,Notification,Quel est le délai de notification avant le départ en congé ?,La notification doit être faite quinze jours avant le départ.,"Article 77, Code du Travail"
droit_travail,contrat_indetermine,Indemnité,Que se passe-t-il en cas d'inobservation du délai de notification ?,L'indemnité compensatrice de préavis est majorée de huit jours ou d'un mois selon le type de paiement.,"Article 77, Code du Travail"
droit_travail,contrat_indetermine,Responsabilité,Quelles sont les responsabilités d'un nouvel employeur en cas de rupture abusive ?,Il est solidairement responsable si impliqué dans le débauchage ou embauche d'un travailleur encore lié par un contrat.,"Article 78, Code du Travail"
droit_travail,contrat_indetermine,Responsabilité,Quand la responsabilité du nouvel employeur est-elle dégagée ?,Si le contrat abusivement rompu arrive à expiration ou si un délai de quinze jours s'est écoulé depuis la rupture.,"Article 78, Code du Travail"
droit_travail,tacheronnat,Définition,Qui est considéré comme un tâcheron ?,"Un tâcheron est une personne physique ou morale qui recrute une main-d'œuvre pour exécuter un travail ou fournir un service, moyennant un paiement forfaitaire.","Article 79, Code du Travail"
droit_travail,tacheronnat,Obligations,Quelles obligations a un entrepreneur en cas d’insolvabilité du tâcheron ?,"L'entrepreneur est substitué au tâcheron pour ses obligations envers les travailleurs, à concurrence du montant du contrat de tâcheronnat.","Article 80, Code du Travail"
droit_travail,tacheronnat,Information,Quelles informations doit afficher un tâcheron dans ses ateliers ?,"Le tâcheron doit indiquer sa qualité, le nom, prénoms et adresse de l’entrepreneur, ainsi que les dates de paie des salaires.","Article 81, Code du Travail"
droit_travail,tacheronnat,Liste,Quelles informations l'entrepreneur doit-il afficher concernant les tâcherons ?,L'entrepreneur doit afficher et tenir à jour la liste des tâcherons avec lesquels il a conclu un contrat.,"Article 82, Code du Travail"
droit_travail,tacheronnat,Sanctions,Quelles sanctions peut encourir un tâcheron qui ne respecte pas la législation ?,"Un tâcheron peut se voir interdire l’exercice de sa profession, temporairement par le ministre ou définitivement par décision judiciaire.","Article 83, Code du Travail"
droit_travail,tacheronnat,Recours,Les décisions d'interdiction ou de suspension sont-elles susceptibles de recours ?,"Oui, elles sont susceptibles de recours devant les juridictions compétentes.","Article 84, Code du Travail"
droit_travail,modification,Mutation non prévue,L’employeur peut-il imposer une mutation non prévue au contrat de travail initial ?,"Non, l’employeur ne peut pas imposer une mutation non prévue au contrat initial.","Article 85, Code du Travail"
droit_travail,modification,Proposition de modification,Que doit contenir une proposition de modification substantielle du contrat de travail ?,Elle doit être écrite et approuvée par le travailleur.,"Article 85, Code du Travail"
droit_travail,modification,Acceptation d'un emploi inférieur,Que se passe-t-il si un travailleur accepte d'assurer un emploi d’une catégorie inférieure ?,Son salaire et son classement antérieurs doivent être maintenus pendant une période ne dépassant pas six mois.,"Article 86, Code du Travail"
droit_travail,modification,Refus d'un emploi inférieur,Que se passe-t-il si un travailleur refuse un emploi inférieur proposé par l'employeur pour raisons économiques ?,"Si le travailleur refuse, le contrat est considéré comme rompu du fait de l'employeur.","Article 87, Code du Travail"
droit_travail,modification,Intérim et avantages,Un travailleur qui assure un emploi supérieur a-t-il automatiquement droit aux avantages associés ?,"Non, cela ne lui confère pas automatiquement le droit aux avantages pécuniaires ou autres attachés à l'emploi supérieur.","Article 88, Code du Travail"
droit_travail,modification,Notification d'intérim,Quelles sont les conditions de notification d’un travailleur en intérim ?,"La position d’intérimaire doit être notifiée par écrit, avec une durée ne dépassant pas un mois pour les ouvriers et trois mois pour les cadres.","Article 88, Code du Travail"
droit_travail,modification,Indemnité en cas d'intérim,Quelle indemnité perçoit un intérimaire en cas de maladie du titulaire ?,"L’intérimaire perçoit une indemnité égale à la différence entre son salaire et le salaire minimum de la catégorie de l'emploi qu’il occupe, en plus des indemnités attachées à la fonction.","Article 89, Code du Travail"
droit_travail,modification,Protection de la salariée enceinte,Quel droit a une salariée en état de grossesse mutée à un autre poste ?,Elle conserve son salaire antérieur pendant toute la durée de sa mutation.,"Article 90, Code du Travail"
droit_travail,modification,Changement de l'employeur,Que se passe-t-il lors d'une modification de la situation juridique de l'employeur ?,Tous les contrats de travail en cours subsistent entre le nouvel employeur et le personnel de l’entreprise.,"Article 91, Code du Travail"
droit_travail,modification,Obligations du nouvel employeur,Quelles obligations a le nouvel employeur à l'égard des travailleurs ?,"Il doit respecter les obligations de l'ancien employeur, sauf dans le cadre d'une procédure de règlement judiciaire ou de liquidation.","Article 92, Code du Travail"
droit_travail,suspension_contrat,Causes de suspension,Quelles sont les causes de suspension du contrat de travail ?,"Les causes incluent la fermeture de l’établissement pour départ à l’armée, le service militaire, la maladie, le repos de maternité, la grève, et d'autres circonstances prévues.","Article 93, Code du Travail"
droit_travail,Suspension du contrat,Fermeture de l'établissement,Le contrat est-il suspendu en cas de fermeture de l’établissement liée au départ de l’employeur ?,"Oui, le contrat est suspendu durant cette période.","Article 93, alinéa 1, Code du Travail"
droit_travail,Suspension du contrat,Maladie ou accident,Quelle est la durée maximale de suspension du contrat en cas de maladie ou accident non professionnel ?,"La suspension peut durer jusqu'à un an, prorogeable jusqu'au remplacement du travailleur.","Article 93, alinéa 3, Code du Travail"
droit_travail,Suspension du contrat,Congé sans solde,Quelles sont les conséquences d'un congé sans solde pour le salarié ?,"La période de congé sans solde suspend le contrat de travail, mais ne compte pas pour l'ancienneté.","Article 93, alinéa 6, Code du Travail"
droit_travail,Suspension du contrat,Détention du travailleur,Quelle est la durée maximale de suspension du contrat en cas de détention pour motifs politiques ?,La détention pour motifs politiques entraîne une suspension du contrat pendant la durée de la détention.,"Article 93, alinéa 13, Code du Travail"
droit_travail,Suspension du contrat,Force majeure,Quelles sont les conditions de suspension du contrat en cas de force majeure ?,"La force majeure permet une suspension du contrat jusqu'à cinq mois, renouvelable une seule fois.","Article 93, alinéa 16, Code du Travail"
droit_travail,Suspension du contrat,Indisponibilité pour accident de travail,Que se passe-t-il en cas d'accident du travail ?,Le contrat est suspendu pendant la période d'indisponibilité résultant de l'accident.,"Article 93, alinéa 4, Code du Travail"
droit_travail,Suspension du contrat,Chômage technique,Le chômage technique total entraîne-t-il une suspension du contrat ?,"Oui, le contrat est suspendu durant la période de chômage technique total.","Article 93, alinéa 19, Code du Travail"
droit_travail,Suspension du contrat,Ancienneté,Quelles périodes ne sont pas considérées comme temps de service pour l'ancienneté ?,"Les périodes de suspension visées aux points 1, 6, 12, 13, 14, 15, 16, 17 et 18 ne sont pas considérées comme temps de service.","Article 93, Code du Travail"
droit_travail,Suspension du contrat,Congé payé,Quelles périodes sont exclues pour le droit au congé payé ?,"Les périodes mentionnées aux points 1, 6, 11, 12, 13, 14, 15, 16, 17 et 18 sont exclues.","Article 93, Code du Travail"
droit_travail,chomage_technique,Définition,Qu'est-ce que le chômage technique ?,"Le chômage technique est l'arrêt d'activité d'un établissement dû à un événement insurmontable, pouvant être total ou partiel.","Article 94, Code du Travail"
droit_travail,chomage_technique,Consultation,Que doit faire l'employeur avant de déclarer un chômage technique ?,L'employeur doit consulter les délégués du personnel avant la mise en chômage technique.,"Article 94, Code du Travail"
droit_travail,chomage_technique,Indemnisation,Comment sont déterminées les conditions d’indemnisation en cas de chômage technique ?,"Les conditions d’indemnisation sont déterminées par voie réglementaire par le ministre chargé du travail, après avis de la commission consultative du travail, en l'absence de convention collective.","Article 94, Code du Travail"
droit_travail,indemnites,Indemnité pour absence,Que doit verser l’employeur au travailleur en cas de fermeture de l’établissement pour départ militaire ?,"L'employeur doit verser une indemnité égale au montant de la rémunération du travailleur pendant la période de l'absence, dans la limite normale du préavis.","Article 95, Code du Travail"
droit_travail,indemnites,Durée déterminée,Quelle est la limite de préavis pour un contrat à durée déterminée en cas de suspension ?,"La limite de préavis à prendre en considération est celle fixée pour les contrats à durée indéterminée, sans proroger le terme du contrat initialement prévu.","Article 95, Code du Travail"
droit_travail,indemnites,Maladie,Comment s'établit l'indemnisation du travailleur durant son absence pour maladie ?,"L'indemnisation varie selon l'ancienneté du travailleur, allant de plein salaire pendant un mois suivi de demi-salaire pour les mois suivants, selon les tranches d'ancienneté.","Article 96, Code du Travail"
droit_travail,indemnites,Barème d'indemnisation,Quel est le barème d’indemnisation pour un travailleur avec plus de 15 ans d’ancienneté en cas de maladie ?,"Un travailleur avec plus de 15 ans d’ancienneté reçoit plein salaire pendant quatre mois, puis demi-salaire pendant les quatre mois suivants.","Article 96, alinéa 5, Code du Travail"
droit_travail,indemnites,Maximum d'indemnités,Quel est le maximum des indemnités auxquelles un travailleur peut prétendre pendant une année civile pour maladie ?,"Le total des indemnités représente le maximum des sommes auxquelles le travailleur peut prétendre, indépendamment du nombre et de la durée de ses absences pour maladie ou accident non professionnels.","Article 96, Code du Travail"
droit_travail,licenciement,Cessation des relations,Quelles sont les causes de cessation des relations de travail ?,"Les causes incluent : cessation d'accord entre les parties, cessation d'activités, annulation ou résolution judiciaire du contrat, arrivée du terme, démission, licenciement, retraite, incapacité permanente totale, et décès.","Article 97, Code du Travail"
droit_travail,licenciement,Définition,Qu'est-ce que le licenciement pour motif économique ?,"C'est un licenciement effectué par un employeur pour des motifs non inhérents à la personne du travailleur, résultant de difficultés économiques, mutations technologiques ou restructurations.","Article 98, Code du Travail"
droit_travail,licenciement,Consultation,Que doit faire un employeur avant un licenciement économique ?,"L'employeur doit consulter les délégués du personnel et explorer toutes les solutions pour maintenir les emplois, telles que réduction des heures de travail ou chômage technique.","Article 99, Code du Travail"
droit_travail,licenciement,Informations,Quelles informations l'employeur doit-il communiquer aux délégués du personnel lors d'un licenciement économique ?,"L'employeur doit fournir les informations et documents nécessaires pour les négociations, qui ne doivent pas excéder huit jours.","Article 99, Code du Travail"
droit_travail,licenciement,Accord,Que se passe-t-il si un accord est trouvé après négociations ?,Un protocole d'accord est signé et transmis à l'inspecteur du travail pour information.,"Article 99, Code du Travail"
droit_travail,licenciement,Refus,Que se passe-t-il si un travailleur refuse les mesures proposées lors des négociations ?,Il est licencié avec paiement de ses droits légaux.,"Article 100, Code du Travail"
droit_travail,licenciement,Liste des licenciements,Que doit faire l'employeur si les négociations échouent ?,"L'employeur établit une liste des travailleurs à licencier, communique les critères et les remet aux délégués du personnel, qui ont huit jours pour faire leurs observations.","Article 101, Code du Travail"
droit_travail,licenciement,Communication,Que doit faire l'employeur après avoir communiqué la liste des licenciements ?,L'employeur doit transmettre la communication et la réponse des délégués à l'inspecteur du travail sans délai.,"Article 102, Code du Travail"
droit_travail,licenciement,Abusif,Quelles sont les conséquences d'un licenciement économique abusif ?,Un licenciement effectué en violation des articles pertinents est considéré comme abusif et ouvre droit à des dommages et intérêts.,"Article 102, Code du Travail"
droit_travail,licenciement,Licenciement,Dans quelles conditions un délégué du personnel peut-il être licencié ?,"Un délégué du personnel ne peut être licencié que si son emploi est supprimé, et cela nécessite une autorisation préalable de l'inspecteur du travail.","Article 103, Code du Travail"
droit_travail,licenciement,Accompagnement,Que peuvent solliciter les parties en cas de licenciement pour motif économique ?,Elles peuvent solliciter le concours des services publics pour élaborer des plans sociaux d'accompagnement ou de réinsertion.,"Article 104, Code du Travail"
droit_travail,licenciement,Protocole amiable,Quelle est l'exception à la procédure de licenciement pour motif économique ?,La procédure est écartée en cas de protocole amiable de départ volontaire négocié entre les parties.,"Article 105, Code du Travail"
droit_travail,licenciement,Obligation,Que doit faire un employeur à l'expiration d'un contrat de travail ?,"L'employeur doit délivrer un certificat de travail indiquant la date d'entrée, de sortie, et la nature des emplois occupés.","Article 106, Code du Travail"
droit_travail,convention_collective,Nature,Qu'est-ce qu'une convention collective de travail ?,C'est un accord relatif aux conditions de travail conclu entre des syndicats de travailleurs et des organisations d'employeurs.,"Article 107, Code du Travail"
droit_travail,convention_collective,Clauses,Les conventions collectives peuvent-elles contenir des clauses plus favorables ?,"Oui, elles peuvent contenir des clauses plus favorables aux travailleurs que celles des lois en vigueur.","Article 107, Code du Travail"
droit_travail,convention_collective,Champ d'application,Quel est le champ d'application d'une convention collective ?,"Il peut être national ou local, déterminé par la convention collective.","Article 107, Code du Travail"
droit_travail,convention_collective,Validité,Qui peut conclure une convention collective ?,Les représentants des syndicats ou groupements professionnels de travailleurs.,"Article 108, Code du Travail"
droit_travail,convention_collective,Ratification,Que nécessite la validité d'une convention collective ?,Elle doit être ratifiée par une délibération spéciale des groupements professionnels concernés.,"Article 108, Code du Travail"
droit_travail,convention_collective,Durée,Comment est fixée la durée de la convention collective de travail ?,La durée est fixée d'accord entre les parties. Elle continue de produire ses effets après expiration jusqu'à la conclusion d'une nouvelle convention.,"Article 109, Code du Travail"
droit_travail,convention_collective,Modalités,Que doit prévoir la convention collective de travail concernant son renouvellement ?,"Elle doit prévoir les modalités de renouvellement, révision ou dénonciation.","Article 110, Code du Travail"
droit_travail,convention_collective,Adhésion,Qui peut adhérer à une convention collective ?,Tout syndicat ou employeur non partie prenante peut y adhérer ultérieurement.,"Article 111, Code du Travail"
droit_travail,convention_collective,Retrait,Les parties peuvent-elles se retirer d'une convention collective ?,"Oui, elles peuvent se retirer librement moyennant un préavis.","Article 111, Code du Travail"
droit_travail,convention_collective,Écrit,Quelle est la forme requise pour une convention collective ?,Elle doit être écrite sous peine de nullité.,"Article 112, Code du Travail"
droit_travail,convention_collective,Applicabilité,Quand une convention collective devient-elle applicable ?,"Elle est applicable dès le dépôt, sauf stipulation contraire.","Article 112, Code du Travail"
droit_travail,convention_collective,Obligations,Qui est soumis aux obligations de la convention collective ?,Toutes les personnes ayant signé ou étant membres des organisations signataires.,"Article 113, Code du Travail"
droit_travail,convention_collective,Obligations de l'employeur,Quelles sont les implications pour l'employeur lié par la convention collective ?,"Les dispositions de la convention s’imposent aux contrats individuels, sauf si plus favorables pour les travailleurs.","Article 113, Code du Travail"
droit_travail,convention_collective,Commission mixte,Qui convoque la commission mixte pour conclure une convention collective ?,"Le ministre chargé du travail, de son initiative ou à la demande d'une des organisations syndicales.","Article 114, Code du Travail"
droit_travail,convention_collective,Composition,Comment est composée la commission mixte ?,"Elle comprend des représentants des organisations syndicales des travailleurs et des employeurs, en nombre égal.","Article 114, Code du Travail"
droit_travail,convention_collective,Annexes,Qu'est-ce qu'une convention annexe ?,Une convention conclue pour des catégories professionnelles ou des branches d'activités spécifiques.,"Article 115, Code du Travail"
droit_travail,convention_collective,Conclusion,Pour quelles catégories professionnelles peut-on conclure des conventions annexes ?,Pour chacune des principales catégories professionnelles ou plusieurs branches d'activités.,"Article 115, Code du Travail"
droit_travail,convention_collective,Négociation,Qui négocie les conventions annexes ?,Les conventions annexes sont négociées par les organisations syndicales les plus représentatives des catégories ou branches intéressées.,"Article 115, Code du Travail"
droit_travail,convention_collective,Dispositions,Quelles dispositions doivent contenir les conventions collectives de travail ?,"Droits syndicaux, salaires, non-discrimination, heures supplémentaires, préavis, délégués du personnel, etc.","Article 116, Code du Travail"
droit_travail,convention_collective,Liberté syndicale,Quelles sont les dispositions relatives au libre exercice du droit syndical ?,Les conventions doivent garantir le libre exercice du droit syndical et la liberté d’opinion des travailleurs.,"Article 116, Code du Travail"
droit_travail,convention_collective,Salaires,Que doivent contenir les conventions collectives concernant les salaires ?,Elles doivent définir les salaires applicables par catégorie professionnelle.,"Article 116, Code du Travail"
droit_travail,convention_collective,Non-discrimination,Quelle est la règle concernant la non-discrimination dans les conventions collectives ?,Les conventions doivent respecter le principe de non-discrimination mentionné à l’article 4 du Code du Travail.,"Article 116, Code du Travail"
droit_travail,convention_collective,Heures supplémentaires,Comment sont régies les heures supplémentaires dans les conventions collectives ?,Les conventions doivent stipuler les taux et l'exécution des heures supplémentaires de jour ou de nuit.,"Article 116, Code du Travail"
droit_travail,convention_collective,Période d'essai,Que doit contenir une convention concernant la période d’essai ?,Elle doit inclure la durée de l’engagement à l’essai et celle du préavis.,"Article 116, Code du Travail"
droit_travail,convention_collective,Délégués du personnel,Que stipulent les conventions collectives au sujet des délégués du personnel ?,Les conventions doivent préciser les dispositions concernant les délégués du personnel.,"Article 116, Code du Travail"
droit_travail,convention_collective,Révision,Quelles sont les règles pour la révision d’une convention collective ?,"Les conventions doivent prévoir une procédure de révision, de modification et de dénonciation de la convention.","Article 116, Code du Travail"
droit_travail,convention_collective,Égalité de rémunération,Que dit la convention sur l'égalité de rémunération ?,Elle doit contenir des principes d'égalité de rémunération entre la main-d'œuvre masculine et féminine pour un travail de valeur égale.,"Article 116, Code du Travail"
droit_travail,convention_collective,Congés payés,Quelles dispositions sont prévues concernant les congés payés ?,Les conventions collectives doivent préciser les conditions de congés payés pour les travailleurs.,"Article 116, Code du Travail"
droit_travail,convention_collective,Indemnités de déplacement,Que doit stipuler la convention concernant les indemnités de déplacement ?,Les conventions doivent inclure les dispositions sur les indemnités de déplacement des travailleurs.,"Article 116, Code du Travail"
droit_travail,convention_collective,Indemnités d’expatriation,Que prévoient les conventions sur les indemnités d’expatriation ?,Elles doivent prévoir les indemnités d'expatriation pour les travailleurs concernés.,"Article 116, Code du Travail"
droit_travail,convention_collective,Bagages,Quelles sont les dispositions concernant le poids des bagages lors des déplacements ?,Les conventions doivent inclure des dispositions sur la classe de passage et le poids des bagages en cas de déplacement du travailleur et de sa famille.,"Article 116, Code du Travail"
droit_travail,convention_collective,Primes d’ancienneté,Que stipulent les conventions collectives concernant les primes d’ancienneté ?,Elles doivent inclure les dispositions sur les primes d’ancienneté ou l’avancement par échelons.,"Article 116, Code du Travail"
droit_travail,convention_collective,Chômage technique,Quelles sont les règles concernant l'indemnisation du chômage technique ?,Les conventions doivent prévoir des dispositions sur l’indemnisation du chômage technique.,"Article 116, Code du Travail"
droit_travail,convention_collective,Formation continue,Quel est le rôle de la formation continue dans les conventions collectives ?,Les conventions doivent inclure des dispositions concernant la formation continue des travailleurs.,"Article 116, Code du Travail"
droit_travail,convention_collective,Dispositions facultatives,Quelles sont les dispositions facultatives pouvant être incluses dans les conventions collectives ?,"Primes d'assiduité, indemnités pour frais professionnels, conditions d'embauche, travail des femmes, etc.","Article 117, Code du Travail"
droit_travail,convention_collective,Primes,Quelles primes peuvent être incluses dans les conventions collectives ?,"Les conventions peuvent prévoir des primes d'assiduité, de rendement, et des indemnités pour frais professionnels.","Article 117, Code du Travail"
droit_travail,convention_collective,Indemnités,Quelles indemnités peuvent être incluses dans la convention collective ?,"Indemnités de déplacement, d'expatriement, de chômage technique, etc.","Article 116, Code du Travail"
droit_travail,convention_collective,Conditions d'embauche,Quelles conditions d'embauche peuvent être précisées dans une convention collective ?,Les conventions peuvent définir des conditions d'embauche et de licenciement sans porter atteinte au choix du syndicat par le travailleur.,"Article 117, Code du Travail"
droit_travail,convention_collective,Obligation,Comment les dispositions facultatives peuvent-elles devenir obligatoires ?,Elles peuvent être rendues obligatoires par voie réglementaire.,"Article 117, Code du Travail"
droit_travail,convention_collective,Rémunération,Quelles sont les conditions générales de rémunération qui peuvent être établies ?,Les conventions peuvent définir les conditions de rémunération au rendement ou à la commission.,"Article 117, Code du Travail"
droit_travail,convention_collective,Transport,Quelles indemnités de transport peuvent être prévues dans une convention collective ?,Les conventions peuvent inclure des dispositions sur les indemnités de transport pour les travailleurs.,"Article 117, Code du Travail"
droit_travail,convention_collective,Travaux pénibles,Quelles dispositions peuvent concerner les travaux pénibles ou dangereux ?,"Les conventions peuvent prévoir des indemnités pour travaux pénibles, dangereux, insalubres ou salissants.","Article 117, Code du Travail"
droit_travail,convention_collective,Travail des femmes,Quelles sont les conditions particulières de travail des femmes dans certaines entreprises ?,Les conventions peuvent définir des conditions de travail spécifiques aux femmes dans certaines entreprises.,"Article 117, Code du Travail"
droit_travail,convention_collective,Travail des adolescents,Quelles sont les conditions particulières de travail des adolescents ?,Les conventions peuvent inclure des dispositions spécifiques concernant le travail des adolescents.,"Article 117, Code du Travail"
droit_travail,convention_collective,Apprentissage,Quelles sont les modalités d’organisation de l’apprentissage ?,Les conventions peuvent définir l’organisation et le fonctionnement de l'apprentissage dans le cadre de la branche d’activité considérée.,"Article 117, Code du Travail"
droit_travail,convention_collective,Cautionnement,Quelles sont les modalités de constitution du cautionnement ?,Les conventions peuvent prévoir des modalités de constitution du cautionnement par le travailleur si exigé.,"Article 117, Code du Travail"
droit_travail,convention_collective,Extension,À quels niveaux la convention collective de travail peut-elle être étendue ?,Elle peut être étendue à un ou plusieurs secteurs d’activités déterminés sur le plan national ou local.,"Article 118, Code du Travail"
droit_travail,convention_collective,Plan inférieur,Que doivent faire les conventions collectives conclues sur le plan inférieur ?,Elles doivent adapter cette convention ou certaines de ses dispositions à leurs conditions particulières de travail et peuvent prévoir des clauses favorables.,"Article 119, Code du Travail"
droit_travail,convention_collective,Obligation,Qui peut demander que les dispositions d’une convention collective de travail soient rendues obligatoires ?,Une des organisations syndicales les plus représentatives ou le ministre chargé du travail.,"Article 120, Code du Travail"
droit_travail,convention_collective,Extension obligatoire,Que se passe-t-il lorsque la convention collective est rendue obligatoire ?,"L’obligation est étendue à tous les employeurs et travailleurs par voie réglementaire, après avis de la commission consultative du travail.","Article 120, Code du Travail"
droit_travail,convention_collective,Durée,Quelle est la durée de l'extension d'une convention collective de travail ?,L’extension est valable pour la durée et aux conditions prévues par la convention collective.,"Article 120, Code du Travail"
droit_travail,convention_collective,Exclusion,Que peut faire le ministre avant l’extension d’une convention collective ?,Il peut exclure de l’extension les dispositions en contradiction avec les textes législatifs ou réglementaires.,"Article 121, Code du Travail"
