Question,Réponse,Tag,
Quels types de certificats médicaux sont requis pour le mariage civil ?,"Un certificat de visite prénuptiale délivré par un médecin ou, à défaut, un agent de santé, et un certificat de non grossesse pour la femme, veuve ou divorcée.",procedure_mariage_civil,
Que se passe-t-il si un des futurs époux est mineur ?,"Le consentement des père et mère est requis, ainsi que du conseil de famille pour les majeurs en tutelle et du curateur pour les majeurs sous curatelle.",procedure_mariage_civil,
Y a-t-il une période de publication des bans avant le mariage ?,"Oui, il y a une publication des bans qui dure 30 jours consécutifs.",procedure_mariage_civil,
Quelle autorisation est nécessaire pour les non nationaux souhaitant se marier ?,Un certificat de capacité en mariage est requis pour les non nationaux.,procedure_mariage_civil,
Quelle est la procédure pour obtenir un avis de mention de mariage ?,"L'avis de mention de mariage permet de prouver sur l’acte de naissance que l’intéressé(e) est marié(e). 
Documents nécessaires : 
- Acte de mariage. 
- Acte de naissance des intéressés. 
Coût : Gratuit. 
Conditions d'accès : Tous les documents requis doivent être fournis.",procedure_mention_mariage,
Quels documents sont nécessaires pour l'avis de mention de mariage ?,"- Acte de mariage. 
- Acte de naissance des intéressés.",procedure_mention_mariage,
Quel est le coût pour obtenir un avis de mention de mariage ?,Gratuit.,procedure_mention_mariage,
Quelles sont les conditions d'accès pour obtenir un avis de mention de mariage ?,Tous les documents requis doivent être fournis.,procedure_mention_mariage,
À quoi sert l'avis de mention de mariage ?,Il prouve sur l’acte de naissance que l’intéressé(e) est marié(e).,procedure_mention_mariage,
Où faut-il faire la demande d'avis de mention de mariage ?,La demande doit être faite auprès de l'état civil où l'acte de mariage a été enregistré.,procedure_mention_mariage,
Quel est le délai de traitement pour l'avis de mention de mariage ?,"Le délai peut varier selon l'administration, mais il est généralement rapide.",procedure_mention_mariage,
Quelle est la procédure pour obtenir un livret de famille ?,"Le livret de famille permet d'établir les liens familiaux et la filiation entre les parents et leur(s) enfant(s). 
Documents nécessaires : 
- Certificat de résidence. 
- Extrait d’acte de mariage ou d’acte de naissance du conjoint. 
- Acte de naissance de tous les membres de la famille. 
Coût : 2000 F à Ouagadougou ; variable selon les autres communes. 
Conditions d'accès : Tous les documents requis doivent être fournis.",procedure_livret_famille,
Quels documents sont nécessaires pour obtenir un livret de famille ?,"- Certificat de résidence. 
- Extrait d’acte de mariage ou d’acte de naissance du conjoint. 
- Acte de naissance de tous les membres de la famille.",procedure_livret_famille,
Quel est le coût pour obtenir un livret de famille ?,2000 F à Ouagadougou , variable selon les autres communes.,procedure_livret_famille
Quelles sont les conditions d'accès pour obtenir un livret de famille ?,Tous les documents requis doivent être fournis.,procedure_livret_famille,
À quoi sert le livret de famille ?,Il permet d'établir les liens familiaux et la filiation entre les parents et leur(s) enfant(s).,procedure_livret_famille,
Où faut-il faire la demande de livret de famille ?,La demande doit être faite auprès de l'état civil de la commune de résidence.,procedure_livret_famille,
Quel est le délai de traitement pour le livret de famille ?,"Le délai peut varier, mais il est généralement rapide.",procedure_livret_famille,
Quelle est la procédure pour obtenir un extrait d’acte de mariage ?,"L'extrait d'acte de mariage établit la preuve du mariage entre les époux. C’est un acte qui permet la publicité de l’acte du mariage. 
Documents nécessaires : 
- Copie intégrale de déclaration de mariage. 
- Extrait ou copie légalisée de l’acte de mariage. À défaut, fournir les références de l’acte (numéro et année d’établissement de l’acte). 
Coût : 300 F. 
Conditions d'accès : Tous les documents requis doivent être fournis.",procedure_extrait_acte_mariage,
Quels documents sont nécessaires pour obtenir un extrait d’acte de mariage ?,"- Copie intégrale de déclaration de mariage. 
- Extrait ou copie légalisée de l’acte de mariage. À défaut, fournir les références de l’acte (numéro et année d’établissement de l’acte).",procedure_extrait_acte_mariage,
Quel est le coût pour obtenir un extrait d’acte de mariage ?,300 F.,procedure_extrait_acte_mariage,
Quelles sont les conditions d'accès pour obtenir un extrait d’acte de mariage ?,Tous les documents requis doivent être fournis.,procedure_extrait_acte_mariage,
À quoi sert l'extrait d’acte de mariage ?,Il établit la preuve du mariage entre les époux et permet la publicité de l’acte du mariage.,procedure_extrait_acte_mariage,
Où faut-il faire la demande d'extrait d’acte de mariage ?,La demande doit être faite auprès de l'état civil de la commune où le mariage a été célébré.,procedure_extrait_acte_mariage,
Quel est le délai de traitement pour l'extrait d’acte de mariage ?,"Le délai peut varier, mais il est généralement rapide.",procedure_extrait_acte_mariage,
Quelle est la procédure pour obtenir un extrait d’acte de naissance ?,"L'extrait d'acte de naissance prouve l’identité juridique de la personne et permet de faire la publicité de l’acte de naissance. 
Documents nécessaires : 
- Copie intégrale de déclaration de naissance. 
- Extrait ou copie légalisée de l’acte de naissance. À défaut, fournir les références de l’acte (numéro et année d’établissement de l’acte). 
Coût : Gratuit. 
Conditions d'accès : Tous les documents requis doivent être fournis.",procedure_extrait_acte_naissance,
Quels documents sont nécessaires pour obtenir un extrait d’acte de naissance ?,"- Copie intégrale de déclaration de naissance. 
- Extrait ou copie légalisée de l’acte de naissance. À défaut, fournir les références de l’acte (numéro et année d’établissement de l’acte).",procedure_extrait_acte_naissance,
Quel est le coût pour obtenir un extrait d’acte de naissance ?,Gratuit.,procedure_extrait_acte_naissance,
Quelles sont les conditions d'accès pour obtenir un extrait d’acte de naissance ?,Tous les documents requis doivent être fournis.,procedure_extrait_acte_naissance,
À quoi sert l'extrait d’acte de naissance ?,Il prouve l’identité juridique de la personne et permet de faire la publicité de l’acte de naissance.,procedure_extrait_acte_naissance,
Où faut-il faire la demande d'extrait d’acte de naissance ?,La demande doit être faite auprès de l'état civil de la commune où la naissance a été enregistrée.,procedure_extrait_acte_naissance,
Quel est le délai de traitement pour l'extrait d’acte de naissance ?,"Le délai peut varier, mais il est généralement rapide.",procedure_extrait_acte_naissance,
Quelle est la procédure pour obtenir un certificat de reconnaissance d’enfant à naître ?,"Le certificat de reconnaissance d’enfant à naître établit la preuve de la paternité d’un enfant à naître. 
Documents nécessaires : 
- CNIB ou passeport du père. 
- CNIB ou passeport de la mère. 
- Certificat de grossesse. 
- Preuve de la notification si l’homme est marié. 
Coût : 300 F. 
Conditions d'accès : Tous les documents requis doivent être fournis.",procedure_certificat_reconnaissance_enfant_naître,
Quels documents sont nécessaires pour obtenir le certificat de reconnaissance d’enfant à naître ?,"- CNIB ou passeport du père. 
- CNIB ou passeport de la mère. 
- Certificat de grossesse. 
- Preuve de la notification si l’homme est marié.",procedure_certificat_reconnaissance_enfant_naître,
Quel est le coût pour obtenir le certificat de reconnaissance d’enfant à naître ?,300 F.,procedure_certificat_reconnaissance_enfant_naître,
Quelles sont les conditions d'accès pour obtenir le certificat de reconnaissance d’enfant à naître ?,Tous les documents requis doivent être fournis.,procedure_certificat_reconnaissance_enfant_naître,
À quoi sert le certificat de reconnaissance d’enfant à naître ?,Il établit la preuve de la paternité d’un enfant à naître.,procedure_certificat_reconnaissance_enfant_naître,
Où faut-il faire la demande de certificat de reconnaissance d’enfant à naître ?,La demande doit être faite auprès de l'état civil ou du service concerné selon les procédures locales.,procedure_certificat_reconnaissance_enfant_naître,
Quel est le délai de traitement pour le certificat de reconnaissance d’enfant à naître ?,"Le délai peut varier, mais il est généralement rapide.",procedure_certificat_reconnaissance_enfant_naître,
Quelle est la procédure pour la déclaration de naissance ou la copie intégrale d’acte de naissance ?,"La déclaration de naissance ou la copie intégrale d’acte de naissance authentifie et établit la preuve juridique de la naissance d’une personne. 

Pièces à fournir : 
- L’attestation d’accouchement (au sein d’une formation sanitaire) ou l’attestation de naissance (hors formation sanitaire); ces documents sont facultatifs pour la déclaration de naissance. 

Coût : Gratuit. 
Conditions d'accès : Tous les documents requis doivent être fournis.",procedure_declaration_naissance,
Quelles pièces doivent être fournies pour la déclaration de naissance ?,- L’attestation d’accouchement (au sein d’une formation sanitaire) ou l’attestation de naissance (hors formation sanitaire), ces documents sont facultatifs pour la déclaration de naissance.,procedure_declaration_naissance
Quel est le coût associé à la déclaration de naissance ?,La déclaration de naissance est gratuite.,procedure_declaration_naissance,
Quelles sont les conditions d'accès pour faire une déclaration de naissance ?,Tous les documents requis doivent être fournis.,procedure_declaration_naissance,
Quelle est la procédure pour obtenir un certificat de non-séparation de corps ?,"Le certificat de non-séparation de corps établit le statut de non-séparation de corps d’un conjoint. 

Pièces à fournir : 
- Acte de mariage ou acte de naissance. 
- CNI des témoins. 
- CNIB ou passeport du demandeur. 

Coût : 300 F. 
Conditions d'accès : Tous les documents requis doivent être fournis.",procedure_certificat_non_separation,
Quelles pièces doivent être fournies pour obtenir le certificat de non-séparation de corps ?,"- Acte de mariage ou acte de naissance. 
- CNI des témoins. 
- CNIB ou passeport du demandeur.",procedure_certificat_non_separation,
Quel est le coût associé au certificat de non-séparation de corps ?,Le coût est de 300 F.,procedure_certificat_non_separation,
Quelles sont les conditions d'accès pour obtenir le  certificat de non-séparation de corps ?,Tous les documents requis doivent être fournis.,procedure_certificat_non_separation,
Qui peut demander un certificat de non-séparation de corps ?,Tout conjoint souhaitant prouver son statut de non-séparation de corps.,procedure_certificat_non_separation,
Quelle est la durée de validité du  certificat de non-séparation de corps ?,"Ce certificat n'a pas de durée de validité spécifiée, mais il est conseillé de le demander au moment où il est nécessaire pour une formalité.",procedure_certificat_non_separation,
Quelle est la procédure pour obtenir un certificat de vie et d’entretien ?,"Le certificat de vie et d’entretien établit l’existence des ayant droits et autres enfants à charge. 

Pièces à fournir : 
- Extrait d’acte de naissance des enfants. 
- CNIB du tuteur/tutrice. 
- Certificat de tutelle. 

Coût : 300 F. 
Conditions d'accès : Tous les documents requis doivent être fournis.",procedure_certificat_vie_entretien,
Qu'est-ce qu'un certificat de vie et d’entretien ?,C'est un document officiel qui atteste de l'existence des enfants à charge et des ayant droits d'une personne.,procedure_certificat_vie_entretien,
Quelles pièces doivent être fournies pour obtenir le certificat de vie et d’entretien ?,"- Extrait d’acte de naissance des enfants. 
- CNIB du tuteur/tutrice. 
- Certificat de tutelle.",procedure_certificat_vie_entretien,
Quel est le coût associé au certificat de vie et d’entretien ?,Le coût est de 300 F.,procedure_certificat_vie_entretien,
Quelles sont les conditions d'accès pour obtenir ce certificat de vie et d’entretien ?,Tous les documents requis doivent être fournis.,procedure_certificat_vie_entretien,
Qui peut demander un certificat de vie et d’entretien ?,Tout tuteur ou tutrice ayant des enfants à charge et souhaitant prouver leur existence.,procedure_certificat_vie_entretien,
Quelle est l'importance du certificat de vie et d’entretien ?,Il est souvent requis pour des formalités administratives telles que l'accès à des prestations sociales ou des droits de tutelle.,procedure_certificat_vie_entretien,
Comment le certificat de vie et d’entretien est-il délivré ?,Il est délivré par les autorités compétentes après vérification des documents fournis.,procedure_certificat_vie_entretien,
Quelle est la durée de validité de ce certificat de vie et d’entretien ?,"Ce certificat n'a pas de durée de validité spécifiée, mais il est conseillé de le demander au moment où il est nécessaire pour une formalité.",procedure_certificat_vie_entretien,
"En cas de changement de situation familiale, que doit-on faire concernant le certificat de vie et d’entretien ?","Il est conseillé de mettre à jour le certificat pour refléter les changements de situation, comme un changement de tuteur ou des ajouts d’enfants à charge.",procedure_certificat_vie_entretien,
Quelle est la procédure pour obtenir un certificat de vie - adultes ?,"Le certificat de vie établit la preuve d’existence ou de vie d’une personne. 

Pièces à fournir : 
- CNIB ou passeport de l’intéressé. 

Coût : 300 F. 
Conditions d'accès : Tous les documents requis doivent être fournis.",procedure_certificat_vie_adultes,
Qu'est-ce qu'un certificat de vie - adultes ?,C'est un document officiel qui atteste de l'existence ou de la vie d'une personne.,procedure_certificat_vie_adultes,
Quelles pièces doivent être fournies pour obtenir le certificat de vie - adultes ?,- CNIB ou passeport de l’intéressé.,procedure_certificat_vie_adultes,
Quel est le coût associé au certificat de vie - adultes ?,Le coût est de 300 F.,procedure_certificat_vie_adultes,
Quelles sont les conditions d'accès pour obtenir ce certificat de vie - adultes ?,Tous les documents requis doivent être fournis.,procedure_certificat_vie_adultes,
Qui peut demander un certificat de vie - adultes ?,Toute personne souhaitant prouver son existence ou sa vie peut demander ce certificat.,procedure_certificat_vie_adultes,
Quelle est l'importance du certificat de vie - adultes ?,Il est souvent requis pour des formalités administratives comme l'ouverture de comptes bancaires ou des demandes de prestations sociales.,procedure_certificat_vie_adultes,
Comment le certificat de vie - adultes est-il délivré ?,Il est délivré par les autorités compétentes après vérification des documents fournis.,procedure_certificat_vie_adultes,
Quelle est la durée de validité de ce certificat de vie - adultes ?,"Ce certificat n'a pas de durée de validité spécifiée, mais il est conseillé de le demander au moment où il est nécessaire pour une formalité.",procedure_certificat_vie_adultes,
"En cas de changement de situation personnelle, que doit-on faire concernant le certificat de vie - adultes ?",Il n'est généralement pas nécessaire de mettre à jour ce certificat à moins qu'une nouvelle preuve d'existence soit requise pour des formalités administratives.,procedure_certificat_vie_adultes,
Quelle est la procédure pour obtenir une déclaration de décès ou copie intégrale d’acte de décès ?,"La déclaration de décès ou la copie intégrale d’acte de décès établit la preuve juridique du décès d’une personne. 

Pièces à fournir : 
- Constat du décès délivré par un médecin. 
- Acte de naissance des intéressés (demandeur et défunt). 

Coût : Gratuit. 
Conditions d'accès : Tous les documents requis doivent être fournis.",procedure_declaration_deces,
Qu'est-ce qu'une déclaration de décès ?,C'est un document officiel qui atteste du décès d'une personne et permet d'établir la preuve juridique de cet événement.,procedure_declaration_deces,
Quelles pièces doivent être fournies pour obtenir une déclaration de décès ?,"- Constat du décès délivré par un médecin. 
- Acte de naissance des intéressés (demandeur et défunt).",procedure_declaration_deces,
Quel est le coût associé à la déclaration de décès ?,La déclaration de décès est gratuite.,procedure_declaration_deces,
Quelles sont les conditions d'accès pour obtenir cette déclaration de décès ?,Tous les documents requis doivent être fournis.,procedure_declaration_deces,
Qui peut demander une déclaration de décès ?,"Toute personne ayant un lien avec le défunt, généralement un proche ou un membre de la famille.",procedure_declaration_deces,
Quelle est l'importance de la déclaration de décès ?,"Elle est essentielle pour les démarches administratives post-décès, comme les assurances, la succession ou la fermeture de comptes bancaires.",procedure_declaration_deces,
Comment la déclaration de décès est-elle délivrée ?,Elle est délivrée par les autorités compétentes après vérification des documents fournis.,procedure_declaration_deces,
Quelle est la durée de validité de la déclaration de décès ?,"Ce document n'a pas de durée de validité spécifiée, mais il est requis lors des démarches liées au décès.",procedure_declaration_deces,
"En cas de non-déclaration d'un décès, quelles peuvent être les conséquences ?","Cela peut entraîner des complications administratives pour les proches, notamment des difficultés dans la gestion de la succession ou des problèmes liés à l'assurance-vie.",procedure_declaration_deces,
Quelle est la procédure pour obtenir une autorisation d'inhumer à domicile ?,"L'autorisation d'inhumer à domicile permet d'autoriser l'inhumation d'un défunt à son domicile. 

Pièces à fournir : 
- Demande manuscrite timbrée à 300 F. 
- Copie légalisée de la CNIB du demandeur. 
- Copie légalisée de la CNIB du défunt. 
- Copie du permis urbain d’habiter. 
- Constat de décès délivré par un agent de santé. 

Coût : Les frais varient entre 50 000 et 200 000 F pour l’inhumation à domicile, selon la catégorie de la commune. 
Conditions d'accès : Tous les documents requis doivent être fournis.",procedure_inhumation_domicile,
Qu'est-ce qu'une autorisation d'inhumer à domicile ?,"C'est un document officiel qui permet d'autoriser l'inhumation d'un défunt à son domicile, respectant les réglementations en vigueur.",procedure_inhumation_domicile,
Quelles pièces doivent être fournies pour obtenir une autorisation d'inhumer à domicile ?,"- Demande manuscrite timbrée à 300 F. 
- Copie légalisée de la CNIB du demandeur. 
- Copie légalisée de la CNIB du défunt. 
- Copie du permis urbain d’habiter. 
- Constat de décès délivré par un agent de santé.",procedure_inhumation_domicile,
Quel est le coût associé à l'autorisation d'inhumer à domicile ?,"Les frais varient entre 50 000 et 200 000 F pour l’inhumation à domicile, selon la catégorie de la commune.",procedure_inhumation_domicile,
Quelles sont les conditions d'accès pour obtenir cette autorisation d'inhumer à domicile ?,Tous les documents requis doivent être fournis.,procedure_inhumation_domicile,
Qui peut demander une autorisation d'inhumer à domicile ?,"Toute personne ayant un lien avec le défunt, généralement un proche ou un membre de la famille.",procedure_inhumation_domicile,
Quelle est l'importance de l'autorisation d'inhumer à domicile ?,Elle est essentielle pour s'assurer que l'inhumation est conforme aux lois et règlements en matière de santé publique et de respect des rites funéraires.,procedure_inhumation_domicile,
Comment l'autorisation d'inhumer à domicile est-elle délivrée ?,Elle est délivrée par les autorités compétentes après vérification des documents fournis.,procedure_inhumation_domicile,
Quel est le délai de traitement pour obtenir une autorisation d'inhumer à domicile ?,Le délai peut varier selon la commune et la rapidité de la soumission des documents requis.,procedure_inhumation_domicile,
Quelles peuvent être les conséquences d'une inhumation sans autorisation ?,Une inhumation sans autorisation peut entraîner des poursuites judiciaires et des complications administratives pour les proches.,procedure_inhumation_domicile,
Quelle est la procédure pour obtenir un certificat de non inscription ?,"Le certificat de non inscription fournit la preuve du non enregistrement de la naissance, du mariage et du décès dans les registres de l’état. 

Pièces à fournir : 
- CNIB ou extrait d’acte de naissance des parents. 
- Attestation de naissance de l’enfant non enregistré ou tout autre document que l’intéressé possède. 

Coût : Gratuit. 
Conditions d'accès : Tous les documents requis doivent être fournis.",procedure_certificat_non_inscription,
Qu'est-ce qu'un certificat de non inscription ?,"C'est un document qui prouve qu'une naissance, un mariage ou un décès n'ont pas été enregistrés dans les registres de l'état.",procedure_certificat_non_inscription,
Quelles pièces doivent être fournies pour obtenir un certificat de non inscription ?,"- CNIB ou extrait d’acte de naissance des parents. 
- Attestation de naissance de l’enfant non enregistré ou tout autre document que l’intéressé possède.",procedure_certificat_non_inscription,
Quel est le coût associé au certificat de non inscription ?,Le certificat est gratuit.,procedure_certificat_non_inscription,
Quelles sont les conditions d'accès pour obtenir ce certificat de non inscription ?,Tous les documents requis doivent être fournis.,procedure_certificat_non_inscription,
Qui peut demander un certificat de non inscription ?,Toute personne concernée par le non enregistrement ou ses représentants légaux.,procedure_certificat_non_inscription,
Quelle est l'importance d'un certificat de non inscription ?,"Il est crucial pour prouver qu'un événement légal (naissance, mariage, décès) n'est pas enregistré, ce qui peut être nécessaire pour diverses démarches administratives.",procedure_certificat_non_inscription,
Comment le certificat de non inscription est-il délivré ?,Il est délivré par les autorités compétentes après vérification des documents fournis.,procedure_certificat_non_inscription,
Quel est le délai de traitement pour obtenir un certificat de non inscription ?,"Le délai peut varier, mais il est généralement rapide si tous les documents sont fournis.",procedure_certificat_non_inscription,
Quelles conséquences peuvent découler de l'absence d'un certificat de non inscription ?,L'absence de ce certificat peut compliquer les démarches administratives liées à la reconnaissance légale d'une personne ou d'un événement.,procedure_certificat_non_inscription,
Quelle est la procédure pour obtenir un certificat de vie et de procuration ?,"Le certificat de vie et de procuration autorise une personne à effectuer des actes en son nom. 

Pièces à fournir : 
- CNIB du mandant et du mandataire. 
- Procuration légalisée par une autorité administrative. 

Coût : 300 F. 
Conditions d'accès : Tous les documents requis doivent être fournis.",procedure_certificat_vie_procuration,
Qu'est-ce qu'un certificat de vie et de procuration ?,C'est un document qui atteste de la vie d'une personne et lui permet de désigner une autre personne pour agir en son nom.,procedure_certificat_vie_procuration,
Quelles pièces doivent être fournies pour obtenir un certificat de vie et de procuration ?,"- CNIB du mandant et du mandataire. 
- Procuration légalisée par une autorité administrative.",procedure_certificat_vie_procuration,
Quel est le coût associé au certificat de vie et de procuration ?,Le coût est de 300 F.,procedure_certificat_vie_procuration,
Quelles sont les conditions d'accès pour obtenir ce certificat de vie et de procuration ?,Tous les documents requis doivent être fournis.,procedure_certificat_vie_procuration,
Qui peut demander un certificat de vie et de procuration ?,Le mandant (la personne qui donne la procuration) doit demander le certificat.,procedure_certificat_vie_procuration,
Quelle est l'importance d'un certificat de vie et de procuration ?,"Il permet à une personne d'agir au nom d'une autre, facilitant ainsi les démarches administratives ou juridiques.",procedure_certificat_vie_procuration,
Comment le certificat de vie et de procuration est-il délivré ?,Il est délivré par les autorités compétentes après vérification des documents fournis.,procedure_certificat_vie_procuration,
Quel est le délai de traitement pour obtenir un certificat de vie et de procuration ?,"Le délai peut varier, mais il est généralement rapide si tous les documents sont fournis.",procedure_certificat_vie_procuration,
Quelles conséquences peuvent découler de l'absence d'un certificat de vie et de procuration ?,"Sans ce certificat, le mandataire ne pourra pas effectuer les actes pour lesquels il a été désigné, ce qui peut causer des désagréments dans des situations juridiques ou administratives.",procedure_certificat_vie_procuration,
Quelle est la procédure pour obtenir une légalisation ou certification de document ?,"La légalisation ou certification de document établit la légalité ou authentifie un document. 

Pièces à fournir : 
- Original du document et sa photocopie. 

Coût : 300 F. 
Conditions d'accès : Tous les documents requis doivent être fournis.",procedure_legalisation_document,
Qu'est-ce qu'une légalisation ou certification de document ?,"C'est un processus qui atteste de l'authenticité d'un document, le rendant légalement valide.",procedure_legalisation_document,
Quelles pièces doivent être fournies pour la légalisation ou certification de document ?,- Original du document et sa photocopie.,procedure_legalisation_document,
Quel est le coût associé à la légalisation ou certification de document ?,Le coût est de 300 F.,procedure_legalisation_document,
Quelles sont les conditions d'accès pour obtenir une légalisation ou certification de document ?,Tous les documents requis doivent être fournis.,procedure_legalisation_document,
Qui peut demander la légalisation ou certification de document ?,Toute personne possédant le document à légaliser ou certifier peut en faire la demande.,procedure_legalisation_document,
Pourquoi est-il important de légaliser ou certifier un document ?,La légalisation ou certification renforce la crédibilité et l'acceptation du document dans des contextes juridiques ou administratifs.,procedure_legalisation_document,
Comment se déroule le processus de légalisation ou certification de document ?,"Le demandeur présente le document original et sa photocopie aux autorités compétentes, qui procèdent à la vérification et à la légalisation.",procedure_legalisation_document,
Quel est le délai de traitement pour obtenir une légalisation ou certification de document ?,"Le délai peut varier, mais il est généralement rapide si tous les documents sont fournis.",procedure_legalisation_document,
Quelles conséquences peuvent découler de l'absence de légalisation ou certification d'un document ?,"Un document non légalisé ou non certifié peut ne pas être accepté dans les procédures administratives ou juridiques, entraînant des complications pour le demandeur.",procedure_legalisation_document,
Quelle est la procédure pour obtenir une autorisation d’ouverture de débit de boissons ?,"L'autorisation d'ouverture de débit de boissons permet à une personne de s’installer sur le domaine public pour une activité de vente de boissons. 

Pièces à fournir : 
- Demande manuscrite timbrée à 300 F, précisant le lieu, le type d’installation et le type de boissons à vendre. 
- Plan indicatif du lieu d’installation. 
- Copie légalisée de la CNIB ou du passeport du requérant. 
- Certificat de résidence. 
- Casier judiciaire. 
- Certificat de visite et de contre-visite médicale du personnel servant. 

Coût : Enquête policière + 300 F. 
Conditions d'accès : L’établissement ne doit pas être dans une zone d’habitation, situé à plus de 400 mètres des centres d’enseignement, et l'autorisation est donnée en tenant compte de la catégorie de l’établissement.",procedure_ouverture_debit_boissons,
Qu'est-ce qu'une autorisation d’ouverture de débit de boissons ?,"C'est un document qui permet à une personne de vendre des boissons sur le domaine public, sous certaines conditions.",procedure_ouverture_debit_boissons,
Quelles pièces doivent être fournies pour obtenir une autorisation d’ouverture de débit de boissons ?,"- Demande manuscrite timbrée à 300 F. 
- Plan indicatif du lieu d’installation. 
- Copie légalisée de la CNIB ou du passeport. 
- Certificat de résidence. 
- Casier judiciaire. 
- Certificat de visite et de contre-visite médicale.",procedure_ouverture_debit_boissons,
Quel est le coût associé à l'obtention d'une autorisation d’ouverture de débit de boissons ?,Le coût comprend une enquête policière et 300 F.,procedure_ouverture_debit_boissons,
Quelles sont les conditions d'accès pour obtenir une autorisation d’ouverture de débit de boissons ?,L’établissement ne doit pas être dans une zone d’habitation et doit être situé à plus de 400 mètres des centres d’enseignement. L'autorisation dépend également de la catégorie de l’établissement.,procedure_ouverture_debit_boissons,
Pourquoi est-il nécessaire d'obtenir une autorisation d’ouverture de débit de boissons ?,"Pour réglementer la vente de boissons, assurer la sécurité publique et respecter les normes de santé et d'urbanisme.",procedure_ouverture_debit_boissons,
Quel type d'enquête est requis lors de la demande d'une autorisation d’ouverture de débit de boissons ?,Une enquête policière est effectuée pour vérifier la conformité de la demande et les antécédents du requérant.,procedure_ouverture_debit_boissons,
Que se passe-t-il si l'établissement est situé à moins de 400 mètres d'un établissement scolaire ?,L'autorisation sera refusée si l'établissement ne respecte pas la distance minimale exigée.,procedure_ouverture_debit_boissons,
Quels types de boissons peuvent être vendus avec une autorisation d’ouverture de débit de boissons ?,"Cela dépend de la catégorie de l’établissement : 
- Catégorie 1 : boissons non alcoolisées. 
- Catégorie 2 : boissons alcoolisées. 
- Catégorie 3 : spiritueux.",procedure_ouverture_debit_boissons,
Quels documents peuvent retarder le traitement de la demande d'autorisation d’ouverture de débit de boissons ?,Tout document manquant ou inexact peut entraîner des retards dans le traitement de la demande.,procedure_ouverture_debit_boissons,
Quelle est la procédure pour faire une demande d’occupation des salles de classe ?,"La demande d'occupation des salles de classe permet d'être autorisé à utiliser une salle de classe en dehors des heures de cours. 

Pièces à fournir : 
- Demande timbrée. 
- Copie légalisée de la CNIB du demandeur responsable. 

Coût : 300 F. 
Conditions d'accès : La demande doit être faite pour des activités spécifiques en dehors des heures de classe.",procedure_occupation_salles_classe,
Qu'est-ce qu'une demande d’occupation des salles de classe ?,C'est une demande pour obtenir l'autorisation d'utiliser une salle de classe en dehors des heures normales de cours pour des activités éducatives.,procedure_occupation_salles_classe,
Quelles pièces doivent être fournies pour faire une demande d’occupation des salles de classe ?,"- Demande timbrée. 
- Copie légalisée de la CNIB du demandeur responsable.",procedure_occupation_salles_classe,
Quel est le coût associé à une demande d’occupation des salles de classe ?,Le coût est de 300 F.,procedure_occupation_salles_classe,
Quelles sont les conditions d'accès pour faire une demande d’occupation des salles de classe ?,La demande doit être faite pour des activités spécifiques en dehors des heures de classe.,procedure_occupation_salles_classe,
Pourquoi est-il nécessaire de faire une demande d’occupation des salles de classe ?,Pour garantir que les ressources des établissements scolaires sont utilisées de manière appropriée et sécurisée pour des activités éducatives en dehors des heures normales de cours.,procedure_occupation_salles_classe,
Quelle est la durée de validité d'une demande d’occupation des salles de classe une fois acceptée ?,"La durée de validité peut varier selon l'établissement, mais il est généralement conseillé de vérifier auprès de l'administration pour connaître les conditions spécifiques.",procedure_occupation_salles_classe,
Que se passe-t-il si les documents requis ne sont pas fournis pour la demande d’occupation des salles ?,La demande risque d'être rejetée ou retardée jusqu'à ce que tous les documents nécessaires soient fournis.,procedure_occupation_salles_classe,
Quelles activités peuvent être réalisées dans les salles de classe pendant l'occupation ?,"Les activités doivent être éducatives, telles que des cours du soir ou des cours d’appui. Les activités récréatives ou commerciales peuvent être interdites.",procedure_occupation_salles_classe,
Comment se fait l'attribution des salles de classe pour les demandes acceptées ?,"L'attribution se fait généralement par l'administration de l'établissement, en tenant compte de la disponibilité et de la nature de l'activité demandée.",procedure_occupation_salles_classe,
Quelle est la procédure pour faire une demande de prise en charge psychologique ?,"La demande de prise en charge psychologique permet d'obtenir un soutien psychologique pour les personnes dans le besoin. 

Pièces à fournir : 
- Demande timbrée. 

Coût : 300 F. 
Conditions d'accès : La prise en charge est accordée jusqu’à guérison supposée du malade.",procedure_prise_en_charge_psychologique,
Qu'est-ce qu'une demande de prise en charge psychologique ?,"C'est une demande pour obtenir un soutien psychologique pour des personnes qui en ont besoin, notamment en cas de troubles mentaux ou de stress important.",procedure_prise_en_charge_psychologique,
Quelles pièces doivent être fournies pour faire une demande de prise en charge psychologique ?,- Demande timbrée.,procedure_prise_en_charge_psychologique,
Quel est le coût associé à une demande de prise en charge psychologique ?,Le coût est de 300 F.,procedure_prise_en_charge_psychologique,
Quelles sont les conditions d'accès pour faire une demande de prise en charge psychologique ?,La prise en charge est accordée jusqu’à guérison supposée du malade.,procedure_prise_en_charge_psychologique,
Pourquoi est-il nécessaire de faire une demande de prise en charge psychologique ?,Pour accéder à un soutien professionnel en santé mentale et améliorer le bien-être psychologique de la personne concernée.,procedure_prise_en_charge_psychologique,
Quels types de soutien peuvent être offerts lors de la prise en charge psychologique ?,"Des consultations individuelles, des thérapies de groupe, ou des interventions en cas de crise peuvent être proposés selon les besoins de la personne.",procedure_prise_en_charge_psychologique,
