Categorie,Tag,Sous categorie,Question,Réponse,Article_reference
Droit du travail,suspension_contrat,Causes de suspension,Quelles sont les causes de suspension du contrat de travail ?,"Les causes incluent la fermeture de l’établissement pour départ à l’armée, le service militaire, la maladie, le repos de maternité, la grève, et d'autres circonstances prévues.","Article 93, Code du Travail"
Droit du travail,suspension_contrat,Fermeture de l'établissement,Le contrat est-il suspendu en cas de fermeture de l’établissement liée au départ de l’employeur ?,"Oui, le contrat est suspendu durant cette période.","Article 93, alinéa 1, Code du Travail"
Droit du travail,suspension_contrat,Maladie ou accident,Quelle est la durée maximale de suspension du contrat en cas de maladie ou accident non professionnel ?,"La suspension peut durer jusqu'à un an, prorogeable jusqu'au remplacement du travailleur.","Article 93, alinéa 3, Code du Travail"
Droit du travail,suspension_contrat,Congé sans solde,Quelles sont les conséquences d'un congé sans solde pour le salarié ?,"La période de congé sans solde suspend le contrat de travail, mais ne compte pas pour l'ancienneté.","Article 93, alinéa 6, Code du Travail"
Droit du travail,suspension_contrat,Détention du travailleur,Quelle est la durée maximale de suspension du contrat en cas de détention pour motifs politiques ?,La détention pour motifs politiques entraîne une suspension du contrat pendant la durée de la détention.,"Article 93, alinéa 13, Code du Travail"
Droit du travail,suspension_contrat,Force majeure,Quelles sont les conditions de suspension du contrat en cas de force majeure ?,"La force majeure permet une suspension du contrat jusqu'à cinq mois, renouvelable une seule fois.","Article 93, alinéa 16, Code du Travail"
Droit du travail,suspension_contrat,Indisponibilité pour accident de travail,Que se passe-t-il en cas d'accident du travail ?,Le contrat est suspendu pendant la période d'indisponibilité résultant de l'accident.,"Article 93, alinéa 4, Code du Travail"
Droit du travail,suspension_contrat,Chômage technique,Le chômage technique total entraîne-t-il une suspension du contrat ?,"Oui, le contrat est suspendu durant la période de chômage technique total.","Article 93, alinéa 19, Code du Travail"
Droit du travail,suspension_contrat,Ancienneté,Quelles périodes ne sont pas considérées comme temps de service pour l'ancienneté ?,"Les périodes de suspension visées aux points 1, 6, 12, 13, 14, 15, 16, 17 et 18 ne sont pas considérées comme temps de service.","Article 93, Code du Travail"
Droit du travail,suspension_contrat,Congé payé,Quelles périodes sont exclues pour le droit au congé payé ?,"Les périodes mentionnées aux points 1, 6, 11, 12, 13, 14, 15, 16, 17 et 18 sont exclues.","Article 93, Code du Travail"
Droit du travail,chomage_technique,Définition,Qu'est-ce que le chômage technique ?,"Le chômage technique est l'arrêt d'activité d'un établissement dû à un événement insurmontable, pouvant être total ou partiel.","Article 94, Code du Travail"
Droit du travail,chomage_technique,Consultation,Que doit faire l'employeur avant de déclarer un chômage technique ?,L'employeur doit consulter les délégués du personnel avant la mise en chômage technique.,"Article 94, Code du Travail"
Droit du travail,chomage_technique,Indemnisation,Comment sont déterminées les conditions d’indemnisation en cas de chômage technique ?,"Les conditions d’indemnisation sont déterminées par voie réglementaire par le ministre chargé du travail, après avis de la commission consultative du travail, en l'absence de convention collective.","Article 94, Code du Travail"
Droit du travail,indemnites,Indemnité pour absence,Que doit verser l’employeur au travailleur en cas de fermeture de l’établissement pour départ militaire ?,"L'employeur doit verser une indemnité égale au montant de la rémunération du travailleur pendant la période de l'absence, dans la limite normale du préavis.","Article 95, Code du Travail"
Droit du travail,indemnites,Durée déterminée,Quelle est la limite de préavis pour un contrat à durée déterminée en cas de suspension ?,"La limite de préavis à prendre en considération est celle fixée pour les contrats à durée indéterminée, sans proroger le terme du contrat initialement prévu.","Article 95, Code du Travail"
Droit du travail,indemnites,Maladie,Comment s'établit l'indemnisation du travailleur durant son absence pour maladie ?,"L'indemnisation varie selon l'ancienneté du travailleur, allant de plein salaire pendant un mois suivi de demi-salaire pour les mois suivants, selon les tranches d'ancienneté.","Article 96, Code du Travail"
Droit du travail,indemnites,Barème d'indemnisation,Quel est le barème d’indemnisation pour un travailleur avec plus de 15 ans d’ancienneté en cas de maladie ?,"Un travailleur avec plus de 15 ans d’ancienneté reçoit plein salaire pendant quatre mois, puis demi-salaire pendant les quatre mois suivants.","Article 96, alinéa 5, Code du Travail"
Droit du travail,indemnites,Maximum d'indemnités,Quel est le maximum des indemnités auxquelles un travailleur peut prétendre pendant une année civile pour maladie ?,"Le total des indemnités représente le maximum des sommes auxquelles le travailleur peut prétendre, indépendamment du nombre et de la durée de ses absences pour maladie ou accident non professionnels.","Article 96, Code du Travail"
Droit du travail,licenciement,Cessation des relations,Quelles sont les causes de cessation des relations de travail ?,"Les causes incluent : cessation d'accord entre les parties, cessation d'activités, annulation ou résolution judiciaire du contrat, arrivée du terme, démission, licenciement, retraite, incapacité permanente totale, et décès.","Article 97, Code du Travail"
Droit du travail,licenciement,Définition,Qu'est-ce que le licenciement pour motif économique ?,"C'est un licenciement effectué par un employeur pour des motifs non inhérents à la personne du travailleur, résultant de difficultés économiques, mutations technologiques ou restructurations.","Article 98, Code du Travail"
Droit du travail,licenciement,Consultation,Que doit faire un employeur avant un licenciement économique ?,"L'employeur doit consulter les délégués du personnel et explorer toutes les solutions pour maintenir les emplois, telles que réduction des heures de travail ou chômage technique.","Article 99, Code du Travail"
Droit du travail,licenciement,Informations,Quelles informations l'employeur doit-il communiquer aux délégués du personnel lors d'un licenciement économique ?,"L'employeur doit fournir les informations et documents nécessaires pour les négociations, qui ne doivent pas excéder huit jours.","Article 99, Code du Travail"
Droit du travail,licenciement,Accord,Que se passe-t-il si un accord est trouvé après négociations ?,Un protocole d'accord est signé et transmis à l'inspecteur du travail pour information.,"Article 99, Code du Travail"
Droit du travail,licenciement,Refus,Que se passe-t-il si un travailleur refuse les mesures proposées lors des négociations ?,Il est licencié avec paiement de ses droits légaux.,"Article 100, Code du Travail"
Droit du travail,licenciement,Liste des licenciements,Que doit faire l'employeur si les négociations échouent ?,"L'employeur établit une liste des travailleurs à licencier, communique les critères et les remet aux délégués du personnel, qui ont huit jours pour faire leurs observations.","Article 101, Code du Travail"
Droit du travail,licenciement,Communication,Que doit faire l'employeur après avoir communiqué la liste des licenciements ?,L'employeur doit transmettre la communication et la réponse des délégués à l'inspecteur du travail sans délai.,"Article 102, Code du Travail"
Droit du travail,licenciement,Abusif,Quelles sont les conséquences d'un licenciement économique abusif ?,Un licenciement effectué en violation des articles pertinents est considéré comme abusif et ouvre droit à des dommages et intérêts.,"Article 102, Code du Travail"
Droit du travail,licenciement,Licenciement,Dans quelles conditions un délégué du personnel peut-il être licencié ?,"Un délégué du personnel ne peut être licencié que si son emploi est supprimé, et cela nécessite une autorisation préalable de l'inspecteur du travail.","Article 103, Code du Travail"
Droit du travail,licenciement,Accompagnement,Que peuvent solliciter les parties en cas de licenciement pour motif économique ?,Elles peuvent solliciter le concours des services publics pour élaborer des plans sociaux d'accompagnement ou de réinsertion.,"Article 104, Code du Travail"
Droit du travail,licenciement,Protocole amiable,Quelle est l'exception à la procédure de licenciement pour motif économique ?,La procédure est écartée en cas de protocole amiable de départ volontaire négocié entre les parties.,"Article 105, Code du Travail"
Droit du travail,licenciement,Obligation,Que doit faire un employeur à l'expiration d'un contrat de travail ?,"L'employeur doit délivrer un certificat de travail indiquant la date d'entrée, de sortie, et la nature des emplois occupés.","Article 106, Code du Travail"
Droit du travail,convention_collective,Nature,Qu'est-ce qu'une convention collective de travail ?,C'est un accord relatif aux conditions de travail conclu entre des syndicats de travailleurs et des organisations d'employeurs.,"Article 107, Code du Travail"
Droit du travail,convention_collective,Clauses,Les conventions collectives peuvent-elles contenir des clauses plus favorables ?,"Oui, elles peuvent contenir des clauses plus favorables aux travailleurs que celles des lois en vigueur.","Article 107, Code du Travail"
Droit du travail,convention_collective,Champ d'application,Quel est le champ d'application d'une convention collective ?,"Il peut être national ou local, déterminé par la convention collective.","Article 107, Code du Travail"
Droit du travail,convention_collective,Validité,Qui peut conclure une convention collective ?,Les représentants des syndicats ou groupements professionnels de travailleurs.,"Article 108, Code du Travail"
Droit du travail,convention_collective,Ratification,Que nécessite la validité d'une convention collective ?,Elle doit être ratifiée par une délibération spéciale des groupements professionnels concernés.,"Article 108, Code du Travail"
Droit du travail,convention_collective,Durée,Comment est fixée la durée de la convention collective de travail ?,La durée est fixée d'accord entre les parties. Elle continue de produire ses effets après expiration jusqu'à la conclusion d'une nouvelle convention.,"Article 109, Code du Travail"
Droit du travail,convention_collective,Modalités,Que doit prévoir la convention collective de travail concernant son renouvellement ?,"Elle doit prévoir les modalités de renouvellement, révision ou dénonciation.","Article 110, Code du Travail"
Droit du travail,convention_collective,Adhésion,Qui peut adhérer à une convention collective ?,Tout syndicat ou employeur non partie prenante peut y adhérer ultérieurement.,"Article 111, Code du Travail"
Droit du travail,convention_collective,Retrait,Les parties peuvent-elles se retirer d'une convention collective ?,"Oui, elles peuvent se retirer librement moyennant un préavis.","Article 111, Code du Travail"
Droit du travail,convention_collective,Écrit,Quelle est la forme requise pour une convention collective ?,Elle doit être écrite sous peine de nullité.,"Article 112, Code du Travail"
Droit du travail,convention_collective,Applicabilité,Quand une convention collective devient-elle applicable ?,"Elle est applicable dès le dépôt, sauf stipulation contraire.","Article 112, Code du Travail"
Droit du travail,convention_collective,Obligations,Qui est soumis aux obligations de la convention collective ?,Toutes les personnes ayant signé ou étant membres des organisations signataires.,"Article 113, Code du Travail"
Droit du travail,convention_collective,Obligations de l'employeur,Quelles sont les implications pour l'employeur lié par la convention collective ?,"Les dispositions de la convention s’imposent aux contrats individuels, sauf si plus favorables pour les travailleurs.","Article 113, Code du Travail"
Droit du travail,convention_collective,Commission mixte,Qui convoque la commission mixte pour conclure une convention collective ?,"Le ministre chargé du travail, de son initiative ou à la demande d'une des organisations syndicales.","Article 114, Code du Travail"
Droit du travail,convention_collective,Composition,Comment est composée la commission mixte ?,"Elle comprend des représentants des organisations syndicales des travailleurs et des employeurs, en nombre égal.","Article 114, Code du Travail"
Droit du travail,convention_collective,Annexes,Qu'est-ce qu'une convention annexe ?,Une convention conclue pour des catégories professionnelles ou des branches d'activités spécifiques.,"Article 115, Code du Travail"
Droit du travail,convention_collective,Conclusion,Pour quelles catégories professionnelles peut-on conclure des conventions annexes ?,Pour chacune des principales catégories professionnelles ou plusieurs branches d'activités.,"Article 115, Code du Travail"
Droit du travail,convention_collective,Négociation,Qui négocie les conventions annexes ?,Les conventions annexes sont négociées par les organisations syndicales les plus représentatives des catégories ou branches intéressées.,"Article 115, Code du Travail"
Droit du travail,convention_collective,Dispositions,Quelles dispositions doivent contenir les conventions collectives de travail ?,"Droits syndicaux, salaires, non-discrimination, heures supplémentaires, préavis, délégués du personnel, etc.","Article 116, Code du Travail"
Droit du travail,convention_collective,Liberté syndicale,Quelles sont les dispositions relatives au libre exercice du droit syndical ?,Les conventions doivent garantir le libre exercice du droit syndical et la liberté d’opinion des travailleurs.,"Article 116, Code du Travail"
Droit du travail,convention_collective,Salaires,Que doivent contenir les conventions collectives concernant les salaires ?,Elles doivent définir les salaires applicables par catégorie professionnelle.,"Article 116, Code du Travail"
Droit du travail,convention_collective,Non-discrimination,Quelle est la règle concernant la non-discrimination dans les conventions collectives ?,Les conventions doivent respecter le principe de non-discrimination mentionné à l’article 4 du Code du Travail.,"Article 116, Code du Travail"
Droit du travail,convention_collective,Heures supplémentaires,Comment sont régies les heures supplémentaires dans les conventions collectives ?,Les conventions doivent stipuler les taux et l'exécution des heures supplémentaires de jour ou de nuit.,"Article 116, Code du Travail"
Droit du travail,convention_collective,Période d'essai,Que doit contenir une convention concernant la période d’essai ?,Elle doit inclure la durée de l’engagement à l’essai et celle du préavis.,"Article 116, Code du Travail"
Droit du travail,convention_collective,Délégués du personnel,Que stipulent les conventions collectives au sujet des délégués du personnel ?,Les conventions doivent préciser les dispositions concernant les délégués du personnel.,"Article 116, Code du Travail"
Droit du travail,convention_collective,Révision,Quelles sont les règles pour la révision d’une convention collective ?,"Les conventions doivent prévoir une procédure de révision, de modification et de dénonciation de la convention.","Article 116, Code du Travail"
Droit du travail,convention_collective,Égalité de rémunération,Que dit la convention sur l'égalité de rémunération ?,Elle doit contenir des principes d'égalité de rémunération entre la main-d'œuvre masculine et féminine pour un travail de valeur égale.,"Article 116, Code du Travail"
Droit du travail,convention_collective,Congés payés,Quelles dispositions sont prévues concernant les congés payés ?,Les conventions collectives doivent préciser les conditions de congés payés pour les travailleurs.,"Article 116, Code du Travail"
Droit du travail,convention_collective,Indemnités de déplacement,Que doit stipuler la convention concernant les indemnités de déplacement ?,Les conventions doivent inclure les dispositions sur les indemnités de déplacement des travailleurs.,"Article 116, Code du Travail"
Droit du travail,convention_collective,Indemnités d’expatriation,Que prévoient les conventions sur les indemnités d’expatriation ?,Elles doivent prévoir les indemnités d'expatriation pour les travailleurs concernés.,"Article 116, Code du Travail"
Droit du travail,convention_collective,Bagages,Quelles sont les dispositions concernant le poids des bagages lors des déplacements ?,Les conventions doivent inclure des dispositions sur la classe de passage et le poids des bagages en cas de déplacement du travailleur et de sa famille.,"Article 116, Code du Travail"
Droit du travail,convention_collective,Primes d’ancienneté,Que stipulent les conventions collectives concernant les primes d’ancienneté ?,Elles doivent inclure les dispositions sur les primes d’ancienneté ou l’avancement par échelons.,"Article 116, Code du Travail"
Droit du travail,convention_collective,Chômage technique,Quelles sont les règles concernant l'indemnisation du chômage technique ?,Les conventions doivent prévoir des dispositions sur l’indemnisation du chômage technique.,"Article 116, Code du Travail"
Droit du travail,convention_collective,Formation continue,Quel est le rôle de la formation continue dans les conventions collectives ?,Les conventions doivent inclure des dispositions concernant la formation continue des travailleurs.,"Article 116, Code du Travail"
Droit du travail,convention_collective,Dispositions facultatives,Quelles sont les dispositions facultatives pouvant être incluses dans les conventions collectives ?,"Primes d'assiduité, indemnités pour frais professionnels, conditions d'embauche, travail des femmes, etc.","Article 117, Code du Travail"
Droit du travail,convention_collective,Primes,Quelles primes peuvent être incluses dans les conventions collectives ?,"Les conventions peuvent prévoir des primes d'assiduité, de rendement, et des indemnités pour frais professionnels.","Article 117, Code du Travail"
Droit du travail,convention_collective,Indemnités,Quelles indemnités peuvent être incluses dans la convention collective ?,"Indemnités de déplacement, d'expatriement, de chômage technique, etc.","Article 116, Code du Travail"
Droit du travail,convention_collective,Conditions d'embauche,Quelles conditions d'embauche peuvent être précisées dans une convention collective ?,Les conventions peuvent définir des conditions d'embauche et de licenciement sans porter atteinte au choix du syndicat par le travailleur.,"Article 117, Code du Travail"
Droit du travail,convention_collective,Obligation,Comment les dispositions facultatives peuvent-elles devenir obligatoires ?,Elles peuvent être rendues obligatoires par voie réglementaire.,"Article 117, Code du Travail"
Droit du travail,convention_collective,Rémunération,Quelles sont les conditions générales de rémunération qui peuvent être établies ?,Les conventions peuvent définir les conditions de rémunération au rendement ou à la commission.,"Article 117, Code du Travail"
Droit du travail,convention_collective,Transport,Quelles indemnités de transport peuvent être prévues dans une convention collective ?,Les conventions peuvent inclure des dispositions sur les indemnités de transport pour les travailleurs.,"Article 117, Code du Travail"
Droit du travail,convention_collective,Travaux pénibles,Quelles dispositions peuvent concerner les travaux pénibles ou dangereux ?,"Les conventions peuvent prévoir des indemnités pour travaux pénibles, dangereux, insalubres ou salissants.","Article 117, Code du Travail"
Droit du travail,convention_collective,Travail des femmes,Quelles sont les conditions particulières de travail des femmes dans certaines entreprises ?,Les conventions peuvent définir des conditions de travail spécifiques aux femmes dans certaines entreprises.,"Article 117, Code du Travail"
Droit du travail,convention_collective,Travail des adolescents,Quelles sont les conditions particulières de travail des adolescents ?,Les conventions peuvent inclure des dispositions spécifiques concernant le travail des adolescents.,"Article 117, Code du Travail"
Droit du travail,convention_collective,Apprentissage,Quelles sont les modalités d’organisation de l’apprentissage ?,Les conventions peuvent définir l’organisation et le fonctionnement de l'apprentissage dans le cadre de la branche d’activité considérée.,"Article 117, Code du Travail"
Droit du travail,convention_collective,Cautionnement,Quelles sont les modalités de constitution du cautionnement ?,Les conventions peuvent prévoir des modalités de constitution du cautionnement par le travailleur si exigé.,"Article 117, Code du Travail"
Droit du travail,convention_collective,Extension,À quels niveaux la convention collective de travail peut-elle être étendue ?,Elle peut être étendue à un ou plusieurs secteurs d’activités déterminés sur le plan national ou local.,"Article 118, Code du Travail"
Droit du travail,convention_collective,Plan inférieur,Que doivent faire les conventions collectives conclues sur le plan inférieur ?,Elles doivent adapter cette convention ou certaines de ses dispositions à leurs conditions particulières de travail et peuvent prévoir des clauses favorables.,"Article 119, Code du Travail"
Droit du travail,convention_collective,Obligation,Qui peut demander que les dispositions d’une convention collective de travail soient rendues obligatoires ?,Une des organisations syndicales les plus représentatives ou le ministre chargé du travail.,"Article 120, Code du Travail"
Droit du travail,convention_collective,Extension obligatoire,Que se passe-t-il lorsque la convention collective est rendue obligatoire ?,"L’obligation est étendue à tous les employeurs et travailleurs par voie réglementaire, après avis de la commission consultative du travail.","Article 120, Code du Travail"
Droit du travail,convention_collective,Durée,Quelle est la durée de l'extension d'une convention collective de travail ?,L’extension est valable pour la durée et aux conditions prévues par la convention collective.,"Article 120, Code du Travail"
Droit du travail,convention_collective,Exclusion,Que peut faire le ministre avant l’extension d’une convention collective ?,Il peut exclure de l’extension les dispositions en contradiction avec les textes législatifs ou réglementaires.,"Article 121, Code du Travail"
Droit du travail,convention_collective,Dénonciation,Quand l’acte réglementaire d’extension cesse-t-il de produire ses effets ?,L'acte cesse de produire ses effets lorsque la convention collective de travail est dénoncée ou renouvelée.,"Article 122, Code du Travail"
Droit du travail,convention_collective,Retrait,Dans quel cas le ministre peut-il rapporter l'acte réglementaire d’extension ?,Lorsque la convention ou certaines de ses dispositions ne répondent plus à la situation des branches d’activités concernées.,"Article 122, Code du Travail"
Droit du travail,convention_collective,Réglementation,Que peut faire le ministre en l'absence d'une convention collective pour une profession déterminée ?,"Il peut réglementer les conditions de travail par un acte réglementaire, après avis de la commission consultative du travail.","Article 123, Code du Travail"
Droit du travail,convention_collective,Profession,À quelles professions peut s’appliquer l’acte réglementaire du ministre ?,À une profession déterminée ou à un groupe de professions aux conditions d’emploi comparables.,"Article 123, Code du Travail"
Droit du travail,convention_collective,Consultation,Quelles sont les modalités à suivre avant qu’un acte réglementaire d'extension ou de retrait ne soit pris ?,"Une consultation des organisations professionnelles et des personnes intéressées doit avoir lieu, avec un délai de trente jours pour les observations.","Article 124, Code du Travail"
Droit du travail,convention_collective,Avis,Qui détermine les modalités de la consultation des organisations avant l'extension ou le retrait d'une convention ?,"Le ministre chargé du travail, après avis de la commission consultative du travail.","Article 124, Code du Travail"
Droit du travail,convention_collective,Accords d’établissement,Qu’est-ce qu’un accord collectif d’établissement ?,Les accords collectifs d’établissement sont des conventions conclues entre un employeur ou un groupement d’employeurs et des organisations professionnelles de travailleurs.,"Article 125, Code du Travail"
Droit du travail,convention_collective,Établissements concernés,Quels établissements peuvent être concernés par les accords collectifs d’établissement ?,Les accords peuvent concerner un ou plusieurs établissements et les organisations professionnelles de travailleurs présents dans les établissements concernés.,"Article 125, Code du Travail"
Droit du travail,convention_collective,Adaptation,Quel est l’objet des accords collectifs d’établissement ?,L’objet des accords est d’adapter les dispositions des conventions collectives nationales ou locales aux conditions particulières des établissements concernés.,"Article 125, Code du Travail"
Droit du travail,convention_collective,Dispositions favorables,Les accords collectifs d’établissement peuvent-ils inclure des clauses plus favorables aux travailleurs ?,"Oui, ils peuvent prévoir des dispositions nouvelles et des clauses plus favorables aux travailleurs.","Article 125, Code du Travail"
Droit du travail,convention_collective,Fixation des salaires,Sur quoi peuvent porter les accords collectifs d’établissement en l’absence de conventions collectives ?,"En l’absence de conventions collectives, les accords ne peuvent porter que sur la fixation des salaires et des accessoires de salaires, sauf dérogation du ministre du travail.","Article 125, Code du Travail"
Droit du travail,convention_collective,Dérogations,Qui peut accorder des dérogations aux accords collectifs d’établissement ?,Le ministre chargé du travail peut accorder des dérogations.,"Article 125, Code du Travail"
Droit du travail,convention_collective,Unité de production,Qu’est-ce qu’un établissement selon le Code du travail ?,Un établissement est une unité de production regroupant des salariés travaillant sous l’autorité d’un ou de plusieurs représentants d’un même employeur.,"Article 126, Code du Travail"
Droit du travail,convention_collective,Définition d'entreprise,Qu’est-ce qu’une entreprise selon le Code du travail ?,Une entreprise est une unité économique individuelle ou collective ayant une personnalité juridique dont l’objet est de produire des biens ou des services.,"Article 127, Code du Travail"
Droit du travail,convention_collective,Unité économique,Une entreprise peut-elle comprendre plusieurs établissements ?,"Oui, une entreprise peut comprendre un ou plusieurs établissements.","Article 127, Code du Travail"
Droit du travail,convention_collective,Services publics,"Les conventions collectives peuvent-elles s'appliquer aux services, entreprises et établissements publics ?","Oui, lorsque le personnel n'est pas soumis à un statut législatif ou réglementaire particulier, des conventions collectives peuvent être conclues.","Article 128, Code du Travail"
Droit du travail,convention_collective,Statuts du personnel,Que doivent faire les services du travail avant la mise en application des statuts du personnel public ?,"Les statuts du personnel des services, entreprises et établissements publics doivent être visés par les services du travail avant leur mise en application.","Article 128, Code du Travail"
Droit du travail,convention_collective,Extension des conventions,Que se passe-t-il lorsqu'une convention collective est étendue par voie réglementaire pour le secteur public ?,"Elle devient applicable aux services, entreprises et établissements publics visés, en l’absence de dispositions contraires, selon leur nature et leur activité.","Article 129, Code du Travail"
Droit du travail,convention_collective,Champ d'application,À quelles conditions une convention collective de travail s’applique-t-elle aux établissements publics ?,"Elle s’applique lorsque ces établissements se trouvent dans le champ d’application de la convention en raison de leur nature et de leur activité, sauf dispositions contraires.","Article 129, Code du Travail"
Droit du travail,convention_collective,Obligations d'exécution,Qui est tenu d'assurer la bonne exécution d'une convention collective de travail ?,Les groupements de travailleurs ou d’employeurs liés par une convention collective de travail sont tenus d’en assurer la bonne exécution.,"Article 130, Code du Travail"
Droit du travail,convention_collective,Actions en justice,Que peuvent faire les groupements liés par une convention collective en cas de violation ?,Ils peuvent ester en justice en cas de violation de leurs obligations par l’une ou l’autre partie à la convention collective ou à l’accord collectif d’établissement.,"Article 131, Code du Travail"
Droit du travail,convention_collective,Dommages et intérêts,Quelles actions peuvent intenter les personnes liées par une convention collective ?,Elles peuvent intenter une action en dommages et intérêts contre les autres personnes ou groupements qui violent les engagements contractés à leur égard.,"Article 132, Code du Travail"
Droit du travail,convention_collective,Actions collectives,Quelles actions peuvent exercer les groupements liés par une convention collective ?,"Ils peuvent exercer toutes les actions qui naissent de cette convention ou de cet accord en faveur d’un de leurs membres sans avoir à justifier d’un mandat, sous certaines conditions.","Article 133, Code du Travail"
Droit du travail,convention_collective,Intérêt collectif,Comment un groupement peut-il intervenir dans une action intentée par un membre ?,Tout groupement dont les membres sont liés par la convention ou par l’accord peut intervenir à l’instance engagée en raison de l’intérêt collectif que la solution du litige présente.,"Article 133, Code du Travail"
Droit du travail,reglement_interieur,Qui établit le règlement intérieur dans une entreprise ?,Le règlement intérieur est établi par le chef d’entreprise et soumis au visa de l’inspecteur du travail du ressort.,,
Droit du travail,reglement_interieur,Qui est responsable de l’établissement du règlement intérieur dans une entreprise ?,Le chef d’entreprise est responsable d’établir le règlement intérieur et de le soumettre à l’inspection du travail pour validation.,,
Droit du travail,reglement_interieur,Comment est élaboré le règlement intérieur d'une entreprise ?,Le chef d’entreprise rédige le règlement intérieur et doit le soumettre à l’inspecteur du travail avant son application.,,
Droit du travail,reglement_interieur,Quelles dispositions doivent être incluses dans le règlement intérieur ?,"Le règlement intérieur doit contenir des dispositions relatives à l’organisation technique du travail, à la discipline, ainsi qu’à la sécurité et à la santé au travail.",,
Droit du travail,reglement_interieur,Quelles sont les composantes obligatoires du règlement intérieur ?,"Le règlement intérieur doit inclure les règles sur l’organisation technique du travail, la discipline et les mesures de sécurité et de santé au travail.",,
Droit du travail,reglement_interieur,Quels sujets doivent être abordés dans le règlement intérieur d'une entreprise ?,"Le règlement intérieur doit aborder uniquement l’organisation technique du travail, la discipline, et les prescriptions en matière de sécurité et de santé au travail.",,
Droit du travail,reglement_interieur,Que se passe-t-il si des clauses relatives à la rémunération figurent dans le règlement intérieur ?,"Toute clause relative à la rémunération dans le règlement intérieur est nulle de plein droit, sauf exception prévue par l’article 193.",,
Droit du travail,reglement_interieur,Les clauses de rémunération sont-elles autorisées dans le règlement intérieur ?,"Non, les clauses relatives à la rémunération sont nulles de plein droit dans le règlement intérieur, sous réserve des exceptions de l’article 193.",,
Droit du travail,reglement_interieur,Les dispositions concernant la rémunération peuvent-elles figurer dans le règlement intérieur ?,"Non, toute clause concernant la rémunération dans le règlement intérieur est nulle, à l'exception des cas prévus par l’article 193.",,
Droit du travail,reglement_interieur,Qui doit recevoir le règlement intérieur avant sa mise en vigueur ?,Le chef d’entreprise doit transmettre le règlement intérieur aux délégués du personnel et à l’inspection du travail avant son entrée en vigueur.,,
Droit du travail,reglement_interieur,À qui le règlement intérieur doit-il être communiqué avant sa mise en application ?,Le règlement intérieur doit être communiqué aux délégués du personnel et à l’inspection du travail avant son application.,,
Droit du travail,reglement_interieur,Quelles étapes doivent être suivies avant la mise en application du règlement intérieur ?,"Avant d’être appliqué, le règlement intérieur doit être soumis aux délégués du personnel et à l’inspection du travail.",,
Droit du travail,reglement_interieur,Comment sont fixées les modalités de communication du règlement intérieur ?,"Les modalités de communication, de dépôt et d’affichage du règlement intérieur sont fixées par voie réglementaire, ainsi que le seuil de travailleurs nécessitant un règlement intérieur.",,
Droit du travail,reglement_interieur,Qui détermine les modalités d’affichage et de communication du règlement intérieur ?,"Les modalités d’affichage, de dépôt et de communication du règlement intérieur sont fixées par voie réglementaire.",,
Droit du travail,reglement_interieur,Quels sont les critères réglementaires pour la communication du règlement intérieur ?,"Les modalités de communication, de dépôt et d’affichage, ainsi que le seuil d’effectifs obligeant l’établissement du règlement intérieur, sont définis par la réglementation.",,
Droit du travail,duree_travail,Quelle est la durée légale de travail pour les employés et ouvriers ?,La durée légale de travail est de quarante heures par semaine dans tous les établissements publics ou privés.,,
Droit du travail,duree_travail,Combien d'heures peuvent travailler légalement les employés et ouvriers chaque semaine ?,Les employés et ouvriers peuvent travailler jusqu'à quarante heures par semaine.,,
Droit du travail,duree_travail,Quelle est la durée hebdomadaire de travail dans les secteurs public et privé ?,La durée hebdomadaire de travail dans le public et le privé est de quarante heures.,,
Droit du travail,duree_travail,Quelle est la durée de travail annuelle dans les exploitations agricoles ?,"Dans les exploitations agricoles, la durée annuelle de travail est fixée à deux mille quatre cents heures, avec une durée hebdomadaire fixée par voie réglementaire.",,
Droit du travail,duree_travail,Quelle est la durée légale de travail dans l’agriculture ?,La durée légale de travail dans les exploitations agricoles est de 2 400 heures par an.,,
Droit du travail,duree_travail,Combien d’heures annuelles de travail sont prévues pour les travailleurs agricoles ?,Les travailleurs agricoles doivent effectuer un total de deux mille quatre cents heures par an.,,
Droit du travail,duree_travail,Que se passe-t-il quand un employé dépasse la durée légale de travail ?,Les heures effectuées au-delà de la durée légale sont considérées comme des heures supplémentaires et doivent être rémunérées avec une majoration.,,
Droit du travail,duree_travail,Comment sont rémunérées les heures supplémentaires ?,Les heures supplémentaires effectuées au-delà de la durée légale hebdomadaire sont majorées selon les conventions collectives ou les dispositions réglementaires.,,
Droit du travail,duree_travail,Qui fixe les modalités et le taux des heures supplémentaires ?,"Les modalités et le taux des heures supplémentaires sont fixés par les conventions collectives ou, à défaut, par voie réglementaire par le ministre du travail.",,
Droit du travail,duree_travail,Comment sont déterminées les conditions d’exécution des heures supplémentaires ?,"Les conditions d'exécution des heures supplémentaires sont fixées par des conventions collectives ou, en leur absence, par voie réglementaire.",,
Droit du travail,duree_travail,Peut-on déroger à la durée légale de travail ?,"Oui, des dérogations peuvent être accordées par voie réglementaire après consultation de la commission consultative du travail.",,
Droit du travail,duree_travail,Est-il possible de déroger à la durée de travail dans certaines circonstances ?,"Oui, des dérogations à la durée légale de travail peuvent être autorisées par voie réglementaire après avis de la commission consultative.",,
